Rating,Problem Name,Tags,ContestID,Index
800,Word Capitalization,implementation;strings,281,A
3000,Sequence Transformation,brute force;data structures;dp;implementation;math,280,E
2800,k-Maximum Subsequence Sum,data structures;flows;graphs;implementation,280,D
2200,Game on Tree,implementation;math;probabilities;trees,280,C
1800,Maximum Xor Secondary,data structures;implementation;two pointers,280,B
2000,Rectangle Puzzle,geometry,280,A
1900,Beautiful Decomposition,dp;games;greedy;number theory,279,E
2200,The Minimum Number of Variables,bitmasks;dp,279,D
1700,Ladder,dp;implementation;two pointers,279,C
1400,Books,binary search;brute force;implementation;two pointers,279,B
1400,Point on Spiral,brute force;geometry;implementation,279,A
1500,New Problem,brute force;strings,278,B
800,Circle Line,implementation,278,A
2400,Binary Tree on Plane,flows;trees,277,E
2800,Google Code Jam,dp;probabilities,277,D
2400,Game,games;implementation,277,C
2300,Set of Points,constructive algorithms;geometry,277,B
1400,Learning Languages,dfs and similar;dsu,277,A
2100,Little Girl and Problem on Trees,data structures;graphs;trees,276,E
1700,Little Girl and Maximum XOR,bitmasks;dp;greedy;implementation;math,276,D
1500,Little Girl and Maximum Sum,data structures;greedy;implementation;sortings,276,C
1300,Little Girl and Game,games;greedy,276,B
900,Lunch Rush,implementation,276,A
1700,Convex Shape,constructive algorithms;implementation,275,B
900,Lights Out,implementation,275,A
3000,Mirror Room,data structures;implementation,274,E
2200,Lovely Matrix,dfs and similar;graphs;greedy;sortings,274,D
2600,The Last Hole!,brute force;geometry,274,C
1800,Zero Tree,dfs and similar;dp;greedy;trees,274,B
1500,k-Multiple Free Set,binary search;greedy;sortings,274,A
2600,Dima and Game,dp;games,273,E
2400,Dima and Figure,dp,273,D
2200,Dima and Horses,combinatorics;constructive algorithms;graphs,272,E
1600,Dima and Two Sequences,combinatorics;math;sortings,272,D
1500,Dima and Staircase,data structures;implementation,272,C
1400,Dima and Sequence,implementation;math,272,B
1000,Dima and Friends,implementation;math,272,A
2200,Three Horses,constructive algorithms;math;number theory,271,E
1800,Good Substrings,data structures;strings,271,D
1500,Secret,constructive algorithms;implementation,271,C
1300,Prime Matrix,binary search;brute force;math;number theory,271,B
800,Beautiful Year,brute force,271,A
1400,Multithreading,data structures;greedy;implementation,270,B
1100,Fancy Fence,geometry;implementation;math,270,A
3100,String Theory,geometry;math;strings,269,E
2600,Maximum Waterfall,data structures;dp;graphs;sortings,269,D
2100,Flawed Flow,constructive algorithms;flows;graphs;greedy,269,C
1700,Greenhouse Effect,dp,269,B
1600,Magical Boxes,greedy;math,269,A
2100,Playlist,math;probabilities;sortings,268,E
2300,Wall Bars,dp,268,D
1500,Beautiful Sets of Points,constructive algorithms;implementation,268,C
1000,Buttons,implementation;math,268,B
800,Games,brute force,268,A
2700,Berland Traffic,math;matrices,267,C
2000,Dominoes,dfs and similar;graphs,267,B
900,Subtractions,math;number theory,267,A
2500,More Queries to Array...,data structures;math,266,E
2400,BerDonalds,graphs;math;shortest paths,266,D
2100,Below the Diagonal,constructive algorithms;greedy;math,266,C
800,Queue at the School,constructive algorithms;graph matchings;implementation;shortest paths,266,B
800,Stones on the Table,implementation,266,A
1000,Roadside Trees (Simplified Edition),greedy;implementation,265,B
800,Colorful Stones (Simplified Edition),implementation,265,A
3000,Roadside Trees,data structures;dp,264,E
2500,Colorful Stones,dp;two pointers,264,D
2000,Choosing Balls,dp,264,C
1500,Good Sequences,dp;number theory,264,B
1200,Escape from Stones,constructive algorithms;data structures;implementation;two pointers,264,A
2500,Rhombus,brute force;data structures;dp,263,E
1800,Cycle in Graph,dfs and similar;graphs,263,D
2000,Circle of Numbers,brute force;dfs and similar;implementation,263,C
900,Squares,greedy;implementation;sortings,263,B
800,Beautiful Matrix,implementation,263,A
1200,Roma and Changing Signs,greedy,262,B
800,Roma and Lucky Numbers,implementation,262,A
2800,Maxim and Calculator,brute force;dp;two pointers,261,E
2600,Maxim and Increasing Subsequence,dp,261,D
2000,Maxim and Matrix,constructive algorithms;dp;math,261,C
1900,Maxim and Restaurant,dp;math;probabilities,261,B
1400,Maxim and Discounts,greedy;sortings,261,A
2500,Dividing Kingdom,binary search;brute force;data structures,260,E
2100,Black and White Tree,constructive algorithms;dsu;graphs;greedy;trees,260,D
1700,Balls and Boxes,constructive algorithms;greedy;implementation,260,C
1600,Ancient Prophesy,brute force;implementation;strings,260,B
1400,Adding Digits,implementation;math,260,A
1100,Little Elephant and Magic Square,brute force;implementation,259,B
1000,Little Elephant and Chess,brute force;strings,259,A
2400,Little Elephant and Tree,data structures;dfs and similar;trees,258,E
2600,Little Elephant and Broken Sorting,dp;math;probabilities,258,D
2000,Little Elephant and LCM,binary search;combinatorics;dp;math,258,C
1900,Little Elephant and Elections,brute force;combinatorics;dp,258,B
1100,Little Elephant and Bits,greedy;math,258,A
2200,Greedy Elevator,data structures;implementation,257,E
1900,Sum,greedy;math,257,D
1800,View Angle,brute force;geometry;math,257,C
1300,Playing Cubes,games;greedy;implementation,257,B
1100,Sockets,greedy;implementation;sortings,257,A
2400,Lucky Arrays,data structures,256,E
2700,Liars and Serge,dp,256,D
2200,Furlo and Rublo and Game,games;implementation;math,255,E
1800,Mr. Bender and Square,binary search;implementation;math,255,D
1500,Almost Arithmetical Progression,brute force;dp,255,C
1200,Code Parsing,implementation,255,B
800,Greg's Workout,implementation,255,A
2100,Dormitory,dp;implementation,254,E
2300,Rats,brute force;dfs and similar;graphs;implementation;shortest paths,254,D
1800,Anagram,greedy;strings,254,C
1500,Jury Size,brute force;implementation,254,B
1200,Cards with Numbers,constructive algorithms;sortings,254,A
2200,Printer,binary search;data structures;implementation;sortings,253,E
2000,Table with Letters - 2,brute force;two pointers,253,D
1600,Text Editor,data structures;dfs and similar;graphs;greedy;shortest paths,253,C
1400,Physics Practical,binary search;dp;sortings;two pointers,253,B
1100,Boys and Girls,greedy,253,A
1800,Unsorting Array,brute force;sortings,252,B
1100,Little Xor,brute force;implementation,252,A
3000,Tree and Table,dfs and similar;dp;implementation;trees,251,E
2700,Two Sets,bitmasks;math,251,D
2000,Number Transformation,dp;greedy;number theory,251,C
1800,Playing with Permutations,implementation;math,251,B
1300,Points on Line,binary search;combinatorics;two pointers,251,A
2000,Mad Joe,brute force,250,E
1900,Building Bridge,geometry;ternary search;two pointers,250,D
1600,Movie Critics,greedy,250,C
1500,Restoring IPv6,implementation;strings,250,B
1000,Paper Work,greedy,250,A
2600,Endless Matrix,math,249,E
2700,Donkey and Stars,data structures;dp;geometry;math;sortings,249,D
2600,Piglet's Birthday,dp;math;probabilities,248,E
2300,Sweets for Everyone!,binary search;greedy;implementation,248,D
2000,Robo-Footballer,binary search;geometry,248,C
1400,Chilly Willy,math;number theory,248,B
800,Cupboards,implementation,248,A
2400,Blood Cousins Return,binary search;data structures;dfs and similar;dp;sortings,246,E
1600,Colorful Graph,brute force;dfs and similar;graphs,246,D
1600,Beauty Pageant,brute force;constructive algorithms;greedy,246,C
1300,Increase and Decrease,greedy;math,246,B
900,Buggy Sorting,constructive algorithms;greedy;sortings,246,A
1800,Queries for Number of Palindromes,dp;hashing;strings,245,H
2200,Suggested Friends,brute force;graphs,245,G
2000,Log Stream Analysis,binary search;brute force;implementation;strings,245,F
1400,Mishap in Club,greedy;implementation,245,E
1500,Restoring Table,constructive algorithms;greedy,245,D
1700,Game with Coins,greedy,245,C
1100,Internet Address,implementation;strings,245,B
800,System Administrator,implementation,245,A
1600,Undoubtedly Lucky Numbers,bitmasks;brute force;dfs and similar,244,B
900,Dividing Orange,implementation,244,A
3000,Matrix,data structures,243,E
2700,Cubes,data structures;dp;geometry;two pointers,243,D
2200,Colorado Potato Beetle,dfs and similar;implementation,243,C
2000,Hydra,graphs;sortings,243,B
1600,The Brand New Function,bitmasks,243,A
2000,XOR on Segment,bitmasks;data structures,242,E
2100,Dispute,dfs and similar;graphs;greedy,242,D
1800,King's Path,dfs and similar;graphs;hashing;shortest paths,242,C
1100,Big Segment,implementation;sortings,242,B
1100,Heads or Tails,brute force;implementation,242,A
1900,Challenging Balloons,constructive algorithms,241,G
2300,Race,brute force;implementation,241,F
2600,Flights,graphs;shortest paths,241,E
2900,Numbers,,241,D
2000,Mirror Box,geometry;implementation,241,C
2700,Friends,binary search;bitmasks;data structures;math,241,B
1300,Old Peykan,greedy,241,A
2600,TorCoder,data structures,240,F
2800,Road Repairs,dfs and similar;graphs;greedy,240,E
1500,Easy Tape Programming,brute force;implementation,239,B
1200,Two Bags of Potatoes,greedy;implementation;math,239,A
2600,Meeting Her,dp;graphs;shortest paths,238,E
2900,Tape Programming,data structures;implementation,238,D
2100,World Eater Brothers,dfs and similar;dp;greedy;trees,238,C
1800,Boring Partition,constructive algorithms,238,B
1300,Not Wool Sequences,constructive algorithms;math,238,A
2000,Build String,flows;graphs,237,E
2000,T-decomposition,dfs and similar;graphs;greedy;trees,237,D
1600,Primes on Interval,binary search;number theory;two pointers,237,C
1500,Young Table,implementation;sortings,237,B
1000,Free Cash,implementation,237,A
1300,Easy Number Challenge,implementation;number theory,236,B
800,Boy or Girl,brute force;implementation;strings,236,A
2600,Number Challenge,combinatorics;dp;implementation;math;number theory,235,E
3000,Graph Game,graphs,235,D
2700,Cyclical Quest,data structures;string suffix structures;strings,235,C
2000,Let's Play Osu!,dp;math;probabilities,235,B
1600,LCM Challenge,number theory,235,A
2000,Merging Two Decks,constructive algorithms;greedy,234,H
1600,Practice,constructive algorithms;divide and conquer;implementation,234,G
1800,Fence,dp,234,F
1600,Champions' League,implementation,234,E
1600,Cinema,implementation,234,D
1300,Weather,dp;implementation,234,C
1000,Reading,sortings,234,B
1200,Lefthanders and Righthanders ,implementation,234,A
1400,Non-square Equation,binary search;brute force;math,233,B
800,Perfect Permutation,implementation;math,233,A
3000,Quick Tortoise,bitmasks;divide and conquer;dp,232,E
2900,Fence,binary search;data structures;string suffix structures,232,D
2600,Doe Graphs,constructive algorithms;divide and conquer;dp;graphs;shortest paths,232,C
1900,Table,bitmasks;combinatorics;dp;math,232,B
1600,Cycles,binary search;constructive algorithms;graphs;greedy,232,A
2100,Cactus,data structures;dfs and similar;dp;graphs;trees,231,E
1600,Magic Box,brute force;geometry,231,D
1600,To Add or Not to Add,binary search;sortings;two pointers,231,C
1500,Magic, Wizardry and Wonders,constructive algorithms;greedy,231,B
800,Team,brute force;greedy,231,A
1300,T-primes,binary search;implementation;math;number theory,230,B
1000,Dragons,greedy;sortings,230,A
2600,Gifts,combinatorics;dp;math;probabilities,229,E
2100,Towers,dp;greedy;two pointers,229,D
1900,Triangles,combinatorics;graphs;math,229,C
1700,Planets,binary search;data structures;graphs;shortest paths,229,B
1500,Shifts,brute force;two pointers,229,A
1900,The Road to Berland is Paved With Good Intentions,2-sat;dfs and similar;dsu;graphs,228,E
2100,Zigzag,data structures,228,D
2000,Fractal Detector,dp;hashing,228,C
1400,Two Tables,brute force;implementation,228,B
800,Is your horseshoe on the other hoof?,implementation,228,A
1100,Effective Approach,implementation,227,B
1300,Where do I Turn?,geometry,227,A
2900,Noble Knight's Path,data structures;trees,226,E
2100,The table,constructive algorithms;greedy,226,D
2400,Anniversary,data structures;implementation;math;matrices;number theory,226,C
1900,Naughty Stone Piles,greedy,226,B
1400,Flying Saucer Segments,math,226,A
2100,Unsolvable,math;number theory,225,E
2200,Snake,bitmasks;dfs and similar;graphs;implementation,225,D
1700,Barcode,dp;matrices,225,C
1600,Well-known Numbers,binary search;greedy;number theory,225,B
1100,Dice Tower,constructive algorithms;greedy,225,A
1500,Array,bitmasks;implementation;two pointers,224,B
1100,Parallelepiped,brute force;geometry;math,224,A
3000,Planar Graph,flows;geometry;graphs,223,E
3000,Spider,geometry;graphs,223,D
1900,Partial Sums,combinatorics;math;number theory,223,C
1900,Two Strings,data structures;dp;strings,223,B
1700,Bracket Sequence,data structures;expression parsing;implementation,223,A
1900,Decoding Genome,dp;matrices,222,E
1900,Olympiad,binary search;greedy;sortings;two pointers,222,D
1800,Reducing Fractions,implementation;math;number theory;sortings,222,C
1300,Cosmic Tables,data structures;implementation,222,B
1200,Shooshuns and Sequence ,brute force;implementation,222,A
1300,Little Elephant and Numbers,implementation,221,B
1000,Little Elephant and Function,implementation;math,221,A
2400,Little Elephant and Inversions,data structures;two pointers,220,E
2500,Little Elephant and Triangle,geometry;math,220,D
2100,Little Elephant and Shifts,data structures,220,C
1800,Little Elephant and Array,constructive algorithms;data structures,220,B
1300,Little Elephant and Problem,implementation;sortings,220,A
2200,Parking Lot,data structures,219,E
1700,Choosing Capital for Treeland,dfs and similar;dp;graphs;trees,219,D
1600,Color Stripe,brute force;dp;greedy,219,C
1400,Special Offer! Super Price 999 Bourles!,implementation,219,B
1000,k-String,implementation;strings,219,A
1100,Airport,implementation,218,B
1100,Mountain Scenery,brute force;constructive algorithms;implementation,218,A
2800,Alien DNA,data structures;dsu;trees,217,E
2900,Bitonix' Patrol,bitmasks;brute force;combinatorics;dfs and similar;math,217,D
2600,Formurosa,divide and conquer;dp;expression parsing,217,C
2100,Blackboard Fibonacci,brute force;math,217,B
1200,Ice Skating,brute force;dfs and similar;dsu;graphs,217,A
2000,Martian Luck,math;number theory,216,E
1700,Spider's Web,binary search;sortings;two pointers,216,D
1800,Hiring Staff,greedy,216,C
1700,Forming Teams,dfs and similar;implementation,216,B
1200,Tiling with Hexagons,implementation;math,216,A
2100,Periodical Numbers,combinatorics;dp;number theory,215,E
1900,Hot Days,greedy,215,D
2100,Crosses,brute force;implementation,215,C
1300,Olympic Medal,greedy;math,215,B
900,Bicycle Chain,brute force;implementation,215,A
1600,Hometask,brute force;constructive algorithms;greedy;math,214,B
800,System of Equations,brute force,214,A
2700,Two Permutations,data structures;hashing;strings,213,E
2300,Stars,constructive algorithms;geometry,213,D
2000,Relay Race,dp,213,C
1900,Numbers,combinatorics;dp,213,B
1700,Game,dfs and similar;greedy,213,A
1500,IT Restaurants,dfs and similar;dp;trees,212,E
2500,Cutting a Fence,binary search;data structures;dsu,212,D
2100,Cowboys,combinatorics;dp;math,212,C
2300,Polycarpus is Looking for Good Substrings,bitmasks;hashing;implementation,212,B
3000,Privatization,flows;graphs,212,A
2400,Trails and Glades,constructive algorithms;dsu;graphs;greedy,209,C
2100,Pixels,constructive algorithms;math,209,B
1600,Multicolored Marbles,dp;math,209,A
2100,Blood Cousins,binary search;data structures;dfs and similar;trees,208,E
1200,Prizes, Prizes, more Prizes,implementation,208,D
1900,Police Station,dp;graphs;shortest paths,208,C
1900,Solitaire,dfs and similar;dp,208,B
900,Dubstep,strings,208,A
1800,The Beaver's Problem - 3,,207,D9
2300,The Beaver's Problem - 3,,207,D8
1600,The Beaver's Problem - 3,,207,D7
2100,The Beaver's Problem - 3,,207,D6
1600,The Beaver's Problem - 3,,207,D5
2100,The Beaver's Problem - 3,,207,D4
2000,The Beaver's Problem - 3,,207,D3
2000,The Beaver's Problem - 3,,207,D2
2100,The Beaver's Problem - 3,,207,D10
1800,The Beaver's Problem - 3,,207,D1
2700,Game with Two Trees,data structures,207,C3
2200,Game with Two Trees,,207,C2
2100,Game with Two Trees,,207,C1
1700,Military Trainings,,207,B3
1900,Military Trainings,,207,B2
1600,Military Trainings,,207,B1
2000,Beaver's Calculator 1.0,greedy,207,A3
1800,Beaver's Calculator 1.0,greedy,207,A2
1600,Beaver's Calculator 1.0,greedy,207,A1
1400,Little Elephant and Sorting,brute force;greedy,205,B
900,Little Elephant and Rozdil,brute force;implementation,205,A
2800,Little Elephant and Strings,data structures;implementation;string suffix structures;two pointers,204,E
2400,Little Elephant and Retro Strings,dp,204,D
2000,Little Elephant and Furik and Rubik,math;probabilities,204,C
1500,Little Elephant and Cards,binary search;data structures,204,B
1500,Little Elephant and Interval,binary search;combinatorics;dp,204,A
2300,Transportation,greedy;sortings;two pointers,203,E
1700,Hit Ball,geometry;implementation;math,203,D
1400,Photographer,greedy;sortings,203,C
1300,Game on Paper,brute force;implementation,203,B
1200,Two Problems,brute force;implementation,203,A
1700,Brand New Easy Problem,brute force,202,B
800,LLPS,binary search;bitmasks;brute force;greedy;implementation;strings,202,A
2600,Thoroughly Bureaucratic Organization,binary search;combinatorics,201,E
2600,Brand New Problem,bitmasks;brute force;dp,201,D
2000,Fragile Bridges,dp,201,C
1800,Guess That Car!,math;ternary search,201,B
1700,Clear Symmetry,constructive algorithms;dp;math,201,A
2400,Tractor College,implementation;math;number theory;ternary search,200,E
1800,Programming Language,binary search;brute force;expression parsing;implementation,200,D
1800,Football Championship,brute force;implementation,200,C
800,Drinks,implementation;math,200,B
2400,Cinema,brute force;data structures,200,A
1900,Special Olympics,geometry,199,B
900,Hexadecimal's theorem,brute force;constructive algorithms;implementation;number theory,199,A
2400,Gripping Story,binary search;data structures;sortings,198,E
2700,Cube Snake,constructive algorithms,198,D
2400,Delivering Carcinogen,binary search;geometry,198,C
1400,Jumping on Walls,shortest paths,198,B
1700,About Bacteria,implementation;math,198,A
1400,Limit,math,197,B
1600,Plate Game,constructive algorithms;games;math,197,A
2600,Opening Portals,dsu;graphs;shortest paths,196,E
2800,The Next Good String,data structures;greedy;hashing;strings,196,D
2200,Paint Tree,constructive algorithms;divide and conquer;geometry;sortings;trees,196,C
2000,Infinite Maze,dfs and similar;graphs,196,B
1100,Lexicographically Maximum Subsequence,greedy;strings,196,A
2000,Building Forest,data structures;dsu;graphs,195,E
1900,Analyzing Polyline,geometry;math;sortings,195,D
1800,Try and Catch,expression parsing;implementation,195,C
1300,After Training,data structures;implementation;math,195,B
1000,Let's Watch Football,binary search;brute force;math,195,A
1200,Square,math,194,B
900,Exams,implementation;math,194,A
2900,Fibonacci Number,brute force;math;matrices,193,E
2900,Two Segments,data structures,193,D
2400,Hamming Distance,constructive algorithms;greedy;math;matrices,193,C
2000,Xor,brute force,193,B
1700,Cutting Figure,constructive algorithms;graphs;trees,193,A
1100,Walking in the Rain,brute force;implementation,192,B
1300,Funky Numbers,binary search;brute force;implementation,192,A
2200,Thwarting Demonstrations,binary search;data structures;trees,191,E
2700,Metro Scheme,graphs;greedy,191,D
1900,Fools and Roads,data structures;dfs and similar;trees,191,C
1700,Demonstration,greedy,191,B
1500,Dynasty Puzzles,dp,191,A
2100,Counter Attack,data structures;dsu;graphs;hashing;sortings,190,E
1900,Non-Secret Cypher,two pointers,190,D
1500,STL,dfs and similar,190,C
1800,Surrounded,geometry,190,B
1100,Vasya and the Bus,greedy;math,190,A
1300,Counting Rhombi,brute force;math,189,B
1300,Cut Ribbon,brute force;dp,189,A
1800,Stack,*special;expression parsing;implementation,188,H
1600,Array Sorting,*special;implementation,188,G
1400,Binary Notation,*special;implementation,188,F
1400,HQ9+,*special;implementation,188,E
1100,Asterisks,*special;implementation,188,D
1400,LCM,*special;implementation;math,188,C
1300,A + Reverse B,*special;implementation,188,B
1100,Hexagonal Numbers,*special,188,A
2900,Heaven Tour,data structures;greedy,187,E
2800,BRT Contract ,data structures,187,D
2000,Weak Memory,dfs and similar;dsu,187,C
1800,AlgoRace,dp;shortest paths,187,B
1500,Permutations,greedy,187,A
1200,Growing Mushrooms,greedy;sortings,186,B
1100,Comparing Strings,implementation;strings,186,A
3000,Soap Time! - 2,binary search;data structures,185,E
2600,Visit of the Great,math;number theory,185,D
2500,Clever Fat Rat,dp,185,C
1800,Mushroom Scientists,math;ternary search,185,B
1300,Plant,math,185,A
2900,Candy Shop,greedy,183,E
2700,T-shirt,dp;greedy;probabilities,183,D
2200,Cyclic Coloring,dfs and similar,183,C
1700,Zoo,brute force;geometry,183,B
1700,Headquarters,constructive algorithms;math,183,A
1800,Wooden Fence,dp,182,E
1400,Common Divisors,brute force;hashing;implementation;math;strings,182,D
2000,Optimal Sum,data structures;greedy,182,C
1000,Vasya's Calendar,implementation,182,B
2200,Battlefield,geometry;graphs;implementation;shortest paths,182,A
1300,Number of Triplets,binary search;brute force,181,B
800,Series of Crimes,brute force;geometry;implementation,181,A
1200,Mathematical Analysis Rocks!,constructive algorithms;implementation;math,180,F
1800,Cubes,binary search;dp;two pointers,180,E
1900,Name,greedy;strings,180,D
1400,Letter,dp,180,C
2300,Divisibility Rules,math;number theory,180,B
1800,Defragmentation,implementation,180,A
2500,Representative Sampling,,178,F3
2200,Representative Sampling,dp;sortings;strings,178,F2
1800,Representative Sampling,,178,F1
2300,The Beaver's Problem - 2,,178,E3
2000,The Beaver's Problem - 2,,178,E2
1900,The Beaver's Problem - 2,,178,E1
2100,Magic Squares,,178,D3
1900,Magic Squares,,178,D2
1500,Magic Squares,,178,D1
2000,Smart Beaver and Resolving Collisions,,178,C3
1900,Smart Beaver and Resolving Collisions,,178,C2
1600,Smart Beaver and Resolving Collisions,,178,C1
1800,Greedy Merchants,,178,B3
1600,Greedy Merchants,,178,B2
1600,Greedy Merchants,,178,B1
1100,Educational Game,greedy,178,A3
1000,Educational Game,greedy,178,A2
1000,Educational Game,,178,A1
2600,Fibonacci Strings,matrices;strings,177,G2
2400,Fibonacci Strings,strings,177,G1
2300,Script Generation,,177,F2
1800,Script Generation,,177,F1
1900,Space Voyage,binary search,177,E2
1700,Space Voyage,binary search,177,E1
1500,Encrypting Messages,data structures,177,D2
1200,Encrypting Messages,brute force,177,D1
1500,Party,brute force;dfs and similar;dsu;graphs,177,C2
1500,Party,dfs and similar;dsu;graphs,177,C1
1200,Rectangular Game,number theory,177,B2
1000,Rectangular Game,number theory,177,B1
800,Good Matrix Elements,implementation,177,A2
800,Good Matrix Elements,implementation,177,A1
3100,Archaeology,data structures;dfs and similar;trees,176,E
2500,Hyper String,dp,176,D
2000,Playing with Superglue,combinatorics;constructive algorithms,176,C
1700,Word Cut,dp,176,B
1200,Trading Business,greedy;sortings,176,A
3000,Gnomes of Might and Magic,data structures;graphs;implementation;shortest paths,175,F
2600,Power Defence,brute force;dp;geometry;greedy,175,E
2400,Plane of Tanks: Duel,brute force;dp;math;probabilities,175,D
1600,Geometry Horse,greedy;implementation;sortings;two pointers,175,C
1400,Plane of Tanks: Pro,implementation,175,B
1400,Robot Bicorn Attack,brute force;implementation,175,A
1800,Range Increments,data structures;greedy,174,C
1400,File List,dp;greedy;implementation,174,B
1100,Problem About Equation,math,174,A
2600,Camping Groups,data structures;sortings,173,E
2500,Deputies,constructive algorithms;graphs;greedy;implementation,173,D
1900,Spiral Maximum,brute force;dp,173,C
1800,Chamber of Secrets,dfs and similar;shortest paths,173,B
1300,Rock-Paper-Scissors,implementation;math,173,A
2200,BHTML+BCSS,*special;dfs and similar;expression parsing,172,E
1500,Calendar Reform,*special;number theory,172,D
1500,Bus,*special;implementation;sortings,172,C
1200,Pseudorandom Sequence Period,*special;implementation;number theory,172,B
800,Phone Code,*special;brute force;implementation,172,A
1700,A polyline,*special;implementation,171,H
1600,Mysterious numbers - 2,*special,171,G
1600,ucyhf,*special;brute force;implementation;number theory,171,F
2000,MYSTERIOUS LANGUAGE,*special,171,E
1300,Broken checker,*special;brute force,171,D
2000,A Piece of Cake,*special;implementation,171,C
1300,Star,*special;combinatorics,171,B
1200,Mysterious numbers - 1,*special;constructive algorithms,171,A
1100,Replacing Digits,greedy,169,B
800,Chores,sortings,169,A
1700,Wizards and Minimal Spell,implementation;strings,168,B
900,Wizards and Demonstration,implementation;math,168,A
2900,Wizards and Bets,dfs and similar;graphs;math;matrices,167,E
3000,Wizards and Roads,data structures;divide and conquer;graph matchings;graphs;greedy,167,D
2300,Wizards and Numbers,games;math,167,C
1800,Wizards and Huge Prize,dp;math;probabilities,167,B
1600,Wizards and Trolleybuses,implementation;math,167,A
1500,Tetrahedron,dp;math;matrices,166,E
2500,Shoe Store,dp;graph matchings;greedy;sortings;two pointers,166,D
1500,Median,greedy;math;sortings,166,C
2100,Polygons,geometry;sortings,166,B
1100,Rank List,binary search;implementation;sortings,166,A
2200,Compatible Numbers,bitmasks;brute force;dfs and similar;dp,165,E
2100,Beard Graph,data structures;dsu;trees,165,D
1600,Another Problem on Strings,binary search;brute force;dp;math;strings;two pointers,165,C
1500,Burning Midnight Oil,binary search;implementation,165,B
1000,Supercentral Point,implementation,165,A
3100,Polycarpus and Tasks,,164,E
3100,Minimum Diameter,binary search;brute force,164,D
2400,Machine Programming,flows;graphs,164,C
2000,Ancient Berland Hieroglyphs,two pointers,164,B
1700,Variable, or There and Back Again,dfs and similar;graphs,164,A
2800,e-Government,data structures;dfs and similar;dp;strings;trees,163,E
2900,Large Refrigerator,brute force,163,D
2100,Conveyor,sortings;two pointers,163,C
2000,Lemmings,binary search,163,B
1700,Substring and Subsequence,dp,163,A
1800,Brackets,*special,162,J
2000,Truncatable primes,*special,162,I
1800,Alternating case,*special,162,H
2000,Non-decimal sum,*special,162,G
1800,Factorial zeros,*special,162,F
1800,HQ9+,*special,162,E
1900,Remove digits,*special,162,D
1800,Prime factorization,*special,162,C
1800,Binary notation,*special,162,B
1100,Pentagonal numbers,*special;implementation,162,A
2500,Polycarpus the Safecracker,brute force;dp,161,E
1800,Distance in Tree,dfs and similar;dp;trees,161,D
2400,Abracadabra,divide and conquer,161,C
1700,Discounts,constructive algorithms;greedy;sortings,161,B
1300,Dress'em in Vests!,binary search;brute force;greedy;two pointers,161,A
2400,Buses and People,binary search;data structures;sortings,160,E
2300,Edges in MST,dfs and similar;dsu;graphs;sortings,160,D
1700,Find Pair,implementation;math;sortings,160,C
1100,Unlucky Ticket,greedy;sortings,160,B
900,Twins,greedy;sortings,160,A
1700,Zebra Tower,*special;data structures;greedy;sortings,159,E
1500,Palindrome pairs,*special;brute force;dp;strings,159,D
1400,String Manipulation 1.0,*special;binary search;brute force;data structures;strings,159,C
1100,Matchmaker,*special;greedy;sortings,159,B
1400,Friends or Not,*special;greedy;implementation,159,A
1900,Phone Talks,*special;dp;sortings,158,E
1300,Ice Sculptures,*special;brute force;number theory,158,D
1400,Cd and pwd commands,*special;data structures;implementation,158,C
1100,Taxi,*special;greedy;implementation,158,B
800,Next Round,*special;implementation,158,A
1000,Trace,geometry;sortings,157,B
800,Game Outcome,brute force,157,A
3000,Mrs. Hudson's Pancakes,brute force;dp,156,E
2500,Clues,combinatorics;graphs,156,D
2000,Cipher,combinatorics;dp,156,C
1600,Suspects,constructive algorithms;data structures;implementation,156,B
1700,Message,brute force,156,A
1100,Combination,greedy;sortings,155,B
800,I_love_\%username\%,brute force,155,A
3000,Martian Colony,geometry,154,E
2400,Flatland Fencing,games;math,154,D
2300,Double Profiles,graphs;hashing;sortings,154,C
1600,Colliders,math;number theory,154,B
1600,Hometask,greedy,154,A
2100,Euclidean Distance,*special,153,E
2000,Date Change,*special,153,D
2200,Caesar Cipher,*special,153,C
1800,Binary notation,*special,153,B
1600,A + B,*special,153,A
2500,Garden,bitmasks;dp;graphs;trees,152,E
2600,Frames,brute force,152,D
1400,Pocket Book,combinatorics,152,C
1300,Steps,binary search;implementation,152,B
900,Marks,implementation,152,A
1200,Phone Numbers,implementation;strings,151,B
800,Soft Drinking,implementation;math,151,A
3000,Freezing with Style,binary search;data structures;divide and conquer;trees,150,E
2600,Mission Impassable,dp;strings,150,D
2200,Smart Cheater,data structures;math;probabilities,150,C
1600,Quantity of Strings,combinatorics;dfs and similar;graphs;math,150,B
1400,Win or Freeze,games;math;number theory,150,A
2300,Martian Strings,string suffix structures;strings,149,E
1900,Coloring Brackets,dp,149,D
1500,Division into Teams,greedy;math;sortings,149,C
1600,Martian Clock,implementation,149,B
900,Business trip,greedy;implementation;sortings,149,A
1900,Porcelain,dp,148,E
1800,Bag of mice,dp;games;math;probabilities,148,D
1700,Terse princess,constructive algorithms;greedy,148,C
1500,Escape,implementation;math,148,B
800,Insomnia cure,constructive algorithms;implementation;math,148,A
2500,Smile House,binary search;graphs;matrices,147,B
1300,Punctuation,implementation;strings,147,A
1300,Lucky Mask,brute force;implementation,146,B
800,Lucky Ticket,implementation,146,A
